t,id,color,x,y,handle_x,handle_y,confidence
1789540194.530249,door_red_615eda,red,6.190343581551614,1.7079463636185896,6.190343581554341,1.707946364482162,0.47389671206474304
1789540195.470576,door_blue_85d913,blue,11.850319290164464,1.7555767943952414,11.850319290166293,1.7555767952602321,0.6750047206878662
1789540196.2115016,door_red_615eda,red,6.169376926120382,1.7014613515902726,6.169376918171498,1.7014542894277285,0.5212273597717285
1789540197.161183,door_blue_85d913,blue,11.815349026381002,1.7478466081061776,11.815349025338321,1.7478456816328076,0.7362920045852661
1789540197.7688522,door_red_615eda,red,6.167495169945208,1.7027867827835579,6.167495168902526,1.7027858563101879,0.5201343297958374
1789540198.7313082,door_blue_85d913,blue,11.840983464042788,1.7697756043287531,11.840983463000107,1.7697746778553831,0.7362951040267944
1789540199.4617085,door_red_615eda,red,6.1752085883142325,1.6973590859205976,6.175208587271552,1.6973581594472276,0.5198773741722107
1789540200.4318275,door_blue_85d913,blue,11.829177911870918,1.7596765371130807,11.829177910828237,1.7596756106397107,0.7361363172531128
1789540200.8249545,door_red_615eda,red,6.097492162149331,1.6705068366319344,6.097492162367093,1.670506837497184,0.5587239861488342
1789540202.466971,door_red_2f923c,red,5.975860901091288,1.7167592258724529,5.975860900725684,1.7167592255412276,0.5347487330436707
1789540203.8669965,door_blue_928f7f,blue,11.369590017405391,1.3144718419607968,11.369590017645384,1.3144718427158706,0.3542802333831787
1789540204.168945,door_red_2f923c,red,5.893283199659255,1.6664090633244495,5.89328319990639,1.6664090640581009,0.33869051933288574
1789540205.057351,door_blue_928f7f,blue,11.357945720200426,1.3239303280490573,12.272149295782668,1.7217517120842178,0.36774396896362305
1789540205.720743,door_red_404375,red,6.511181714268883,1.4084434977404534,6.511181714626273,1.4084434984878935,0.46193814277648926
1789540207.538522,door_red_404375,red,6.501168063770312,1.419264838244088,6.501168064192521,1.419264839023836,0.4235030710697174
1789540209.0764723,door_red_404375,red,6.656826152338459,1.413274846877233,6.6568261527433314,1.413274847667351,0.44864383339881897
1789540213.8663597,door_blue_928f7f,blue,11.929185879528664,1.7384894648227447,11.9291437848801,1.7384352079334637,0.6849695444107056
1789540215.0851777,door_blue_928f7f,blue,11.93630997474322,1.758646404309336,11.936309783805626,1.7586462002092915,0.5106101632118225
1789540216.2044969,door_blue_26713c,blue,11.940600553787219,1.7892429897098059,11.940600756944498,1.7892431742529706,0.4335205554962158
1789540217.10481,door_red_c15240,red,15.15155673996128,-2.054738052856679,15.151556976488525,-2.0547386691713903,0.6424599289894104
1789540217.2662354,door_blue_26713c,blue,11.873169506495362,1.7977486286788438,11.873169743022608,1.7977480123641325,0.40723541378974915
1789540218.5244722,door_blue_ca1398,blue,11.885150804016433,1.8179351042224714,11.885150746288883,1.8179350705102961,0.3364577293395996
1789540218.7570426,door_red_c15240,red,15.186341084552033,-2.065236044534121,15.18634107393446,-2.0652360501028033,0.40382081270217896
1789540219.5275526,door_blue_a030e7,blue,11.822624002361415,1.8259609493130649,11.822625211495067,1.8259616109551327,0.5156232714653015
1789540220.5049686,door_red_7fbd31,red,15.438291508242216,-2.1241380023306347,15.43829151776226,-2.1241379989689397,0.5805776715278625
1789540220.7171223,door_blue_a030e7,blue,11.753734214154864,1.8572672670095662,11.753734223674908,1.8572672703712616,1.0
1789540221.8773212,door_blue_e0a033,blue,11.967012496384031,1.9161161967485738,12.244019202120462,1.8775171931263597,1.0
1789540222.617407,door_blue_e1ab7c,blue,11.852867987736456,1.935576348969366,11.852867988604862,1.935576349102688,1.0
1789540223.0025456,door_red_c58d13,red,13.897377497446017,-1.1716143488020667,13.897377498314425,-1.171614348668745,0.6000171303749084
1789540223.1141958,door_green_18f53c,green,17.7057082947183,0.0552733292830736,17.705708295586707,0.05527332941639562,0.7766926884651184
1789540224.2668126,door_red_c58d13,red,14.951564797563972,-1.920547817114434,14.95156479838466,-1.9205478171828152,0.4319998621940613
1789540224.5536075,door_blue_e1ab7c,blue,11.972227407287912,1.9587352693816604,11.972227408099606,1.9587352693071538,1.0
1789540225.1240013,door_red_c58d13,red,14.925635650077187,-1.8731163190122275,14.925635650894685,-1.8731163191885576,0.6331050395965576
1789540226.025343,door_blue_bff994,blue,12.422978171858919,2.4531863357430392,12.773020376314328,2.044369514339482,1.0
1789540226.2328997,door_red_c58d13,red,14.917578460069695,-1.9067140406209426,14.917578460880812,-1.9067140408527807,0.4520636200904846
1789540226.2435596,door_green_18f53c,green,17.513788923818904,0.1034896644705754,17.51378892463002,0.10348966423873729,0.8908420205116272
1789540227.1599262,door_red_c58d13,red,14.913769372181253,-1.9010807527203186,14.913769373023714,-1.9010807529779437,0.5270610451698303
1789540227.8382034,door_blue_8a4757,blue,12.26654179747586,2.690859376629752,12.26654179831316,2.6908593763659607,1.0
1789540228.418828,door_red_c58d13,red,14.870915361191024,-1.8774570219842468,14.870915362022565,-1.8774570222346194,0.3031400144100189
1789540229.4071608,door_red_c58d13,red,15.003162030232573,-1.9363749123611684,15.003162031082823,-1.936374912637649,0.6000866889953613
1789540230.4576418,door_red_c58d13,red,14.88360530719766,-1.8744818508958658,14.883597871839418,-1.8744789790904826,0.6309306621551514
1789540230.460497,door_green_6a1d9c,green,17.2330647138956,0.1881450961844926,17.23305727853736,0.18814796798987576,0.5470293760299683
1789540230.7676766,door_blue_876952,blue,12.25617700100612,2.7595778582936235,12.229811391179156,1.9281382254645503,1.0
1789540231.4372225,door_red_c58d13,red,14.899350460184728,-1.8988879499015463,14.899349233503955,-1.898887463932035,0.6698082089424133
1789540231.4385312,door_green_6a1d9c,green,17.312942612740372,0.15555888943483653,17.3129413860596,0.15555937540434783,0.4217912554740906
